 70 | (21 29 35 54 ) | 88
 34 | (31 68 38 87 ) | 9
 99 | (69 16 69 43 ) | 58
  7 | (64 78 87 89 ) | 96
 18 | (93  3 25 94 ) | 52
 99 | (25 60 84 28 ) | 11
 39 | (99 22 18 65 ) | 98
  5 | (27 95 86 63 ) | 53
 33 | (63 90 64 20 ) | 99
 71 | (33 57 16 81 ) | 37
 92 | (50 45 88 86 ) | 74
 99 | (79 90 98 18 ) | 5
 26 | (62 75  3 53 ) | 76
 26 | (45 74 12  5 ) | 73
 66 | (66 15 51 99 ) | 47
 73 | (21  8 54 66 ) | 18
 27 | (97 27 24 77 ) | 31
  9 | (45 34 26 41 ) | 48
 91 | (29 78 53 15 ) | 52
 32 | (38 48 52 65 ) | 78
 67 | (91 78  5 14 ) | 21
 41 | (32 61 46 71 ) | 26
 15 | (38 19 47 71 ) | 25
 17 | (34 98  2 96 ) | 12
 18 | (88 98 47  2 ) | 11
 71 | (33 77 42 40 ) | 72
 63 | (42 34 37 33 ) | 84
 18 | (13 78 16 39 ) | 12
 64 | (30 44 71 33 ) | 64
 51 | ( 4 78 12 61 ) | 40
 82 | (13 38 10 56 ) | 37
 57 | (56 50  9 87 ) | 10
  3 | (78 97 32 28 ) | 70
  5 | (87 16 56 89 ) | 17
 12 | (26  9 65 23 ) | 100
 75 | (38 32 36 50 ) | 78
 69 | (46 96 61  6 ) | 20
 79 | ( 8 84 26 56 ) | 30
 41 | (37 29 38 93 ) | 37
 62 | ( 9 14 83 89 ) | 75
 20 | (45 99 95 80 ) | 100
 45 | (37  2 15 49 ) | 83
 53 | (78 82 85 75 ) | 86
100 | (73 54 62 68 ) | 95
 54 | (59  5 32 16 ) | 97
 81 | (11 20 15 59 ) | 65
 70 | (94 40 51 82 ) | 63
 11 | (33 86 36 34 ) | 28
 98 | ( 9 48 17 21 ) | 16
  5 | (15 60 98 23 ) | 65
 88 | (82 80 83 80 ) | 55
 76 | (72 77 35 97 ) | 35
 33 | (74 96 91 45 ) | 90
 69 | (38 54 28 45 ) | 67
 95 | (97 62 56 93 ) | 27
 13 | (82 14 49  1 ) | 35
 30 | (76 64 10 52 ) | 74
 66 | ( 2 25 33 30 ) | 34
 60 | (72 36  1  7 ) | 8
 91 | (51  1 55 91 ) | 34
100 | (96 64 37 40 ) | 62
 76 | (47 33 72 86 ) | 85
  8 | (45 83 36 53 ) | 92
 69 | ( 8 52 25 31 ) | 84
 79 | (34 42  2 44 ) | 5
 58 | (51 27 83  6 ) | 50
  6 | (91 64 40 36 ) | 33
 67 | (96 71 14 11 ) | 18
 63 | (15  2 86 65 ) | 89
 54 | ( 8 65 76 66 ) | 29
 12 | (45 43 86  3 ) | 6
 68 | (52 82 92 78 ) | 75
  2 | ( 7 87 43 66 ) | 70
 34 | (23 27 42  6 ) | 4
 18 | ( 7 30 63 94 ) | 28
  5 | (28 34 90 96 ) | 88
 73 | (10 73 98 35 ) | 87
  6 | (27 15 76 57 ) | 52
 56 | (87 38 96 64 ) | 9
 93 | (56 34  1  1 ) | 76
 76 | (83 30 32 55 ) | 66
  4 | (11 42 73 95 ) | 17
 27 | (84 47 44 62 ) | 53
 40 | (37 69 93 90 ) | 38
 91 | ( 1 37 69 72 ) | 34
  6 | (30 71 25 69 ) | 92
 25 | (67 97 18 56 ) | 44
 41 | (36 59  9 26 ) | 60
 78 | (91 70 26 37 ) | 74
 20 | ( 4 87  1 84 ) | 83
 78 | (36 99 82 56 ) | 92
  8 | (53 63 42 97 ) | 97
 59 | (79 63  7 66 ) | 52
 64 | (61 94 65 76 ) | 70
 32 | (63 86 87 65 ) | 62
 85 | ( 5 74 28 61 ) | 45
 11 | (67 90 33 82 ) | 61
 66 | (73 57 19 76 ) | 94
 61 | (59 94 68  4 ) | 20
  3 | (21 63 15 70 ) | 23
  9 | (49 38  9 93 ) | 82
 66 | (24 50 18 86 ) | 40
 92 | (40 38 63 12 ) | 59
 62 | (43 76 63  5 ) | 97
  3 | (94 78 19 95 ) | 28
 69 | ( 9 69 11 24 ) | 5
 73 | (11 68 48  5 ) | 93
 79 | (35 37 86 17 ) | 29
 88 | (97  3  6 77 ) | 5
 25 | (99 41 47 86 ) | 82
 54 | (82 80 43 49 ) | 74
 99 | (15 35 56 13 ) | 93
 36 | (28 49 51  1 ) | 16
 64 | ( 4 16 35 26 ) | 73
 39 | (74 40 35 91 ) | 53
 48 | (69 90 23 83 ) | 42
 20 | (43 31 90  7 ) | 56
  1 | (99 17 53 16 ) | 60
 43 | (48 71 19 83 ) | 47
 69 | (39 25 55 82 ) | 95
  5 | (10 29 10 64 ) | 70
 56 | (23 29  2 73 ) | 48
 37 | (22 30 93 65 ) | 62
 57 | (92 82 78 44 ) | 77
 93 | (79 73 27 60 ) | 34
 14 | (52 87 51 31 ) | 94
 73 | (41 71 36 90 ) | 62
 29 | ( 8 25 44 19 ) | 3
 65 | (77 31 75 80 ) | 66
 55 | (24 97 63 96 ) | 37
 85 | ( 2 35 35 35 ) | 26
 79 | (16 62 10 13 ) | 98
 66 | (40 86 43  4 ) | 36
 28 | (87 29  4 70 ) | 30
 10 | (95 13  2 37 ) | 25
  4 | (42 16 18 15 ) | 57
 79 | (84 34 42 69 ) | 42
 54 | ( 5 70 60 82 ) | 2
 60 | (49 11 77 61 ) | 88
 44 | ( 7  4 78 40 ) | 37
 97 | (56 73 99 17 ) | 20
 66 | (68 79 19 95 ) | 36
 86 | (47 81 35  9 ) | 57
 89 | (92 69 39 60 ) | 80
 93 | (17 80 48 30 ) | 3
 75 | (20 57 49 41 ) | 16
 28 | (60 11 56 82 ) | 56
 77 | (50 25 71  2 ) | 16
 57 | (46 50 30 29 ) | 74
  7 | (56 48 37 57 ) | 13
 11 | ( 4 26 93 21 ) | 41
